id,type,cast_id,latitude,longitude,date,time,depth,temperature,salinity,pressure,dissolved_oxygen,region
CTD_Southern_Indian_Ocean_2_20240424_12,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1551.7,2.104,34.467,156.16,2.66,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_13,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1101.1,2.11,34.628,111.14,2.97,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_14,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1256.3,1.951,34.711,126.59,2.56,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_15,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1489,2.45,34.731,149.89,2.2,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_16,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1614.6,2.264,34.896,162.42,2.63,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_17,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1572.3,1.593,34.679,158.26,2.27,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_18,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,2108.9,2.425,34.832,211.86,2.74,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_19,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,2673.9,1.841,34.938,268.42,2.31,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_20,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1937.9,2.074,34.492,194.78,2.19,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_21,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1231.9,2.176,34.603,124.19,2.1,Southern Indian Ocean
CTD_Southern_Indian_Ocean_2_20240424_22,CTD_Cast,CTD_Southern_Indian_Ocean_2_20240424,-15.513,80.0752,2024-04-24,10:34:10,1853.5,2.168,34.737,186.39,2.32,Southern Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_1,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,0,27.465,34.821,1,6.71,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_2,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,71.5,23.182,34.816,8.16,6.27,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_3,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,175.6,14.561,34.701,18.56,5.41,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_4,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,241.9,9.343,34.753,25.2,4.59,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_5,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,585.4,7.017,34.478,59.53,2.7,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_6,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,545.5,7.103,34.577,55.54,2.47,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_7,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,762.2,5.344,34.968,77.18,2.95,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_8,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,826.4,4.828,34.406,83.62,2.21,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_9,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,700.6,5.952,34.489,71.06,2.88,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_10,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1042.1,2.026,34.961,105.16,2.22,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_11,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,547.4,7.43,34.729,55.74,2.7,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_12,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,797.9,5.556,34.936,80.81,2.01,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_13,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1429.6,1.786,34.466,143.97,2.91,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_14,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1566.9,2.422,34.424,157.72,2.67,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_15,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1243.5,1.679,34.548,125.4,2.09,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_16,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1711.3,2.446,34.988,172.12,2.6,Central Indian Ocean
CTD_Central_Indian_Ocean_3_20241223_17,CTD_Cast,CTD_Central_Indian_Ocean_3_20241223,-14.8488,86.4142,2024-12-23,16:31:21,1334.4,1.592,34.687,134.42,2.83,Central Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_1,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,0,27.739,34.623,1.04,6.91,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_2,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,100.7,18.967,34.611,11.06,5.75,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_3,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,170.1,14.619,34.594,18.03,5.34,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_4,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,180.4,13.003,34.557,19.05,5.18,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_5,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,577.4,6.762,34.515,58.73,2.97,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_6,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,474,8.339,34.701,48.37,2.86,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_7,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,427.3,8.437,34.91,43.72,3.53,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_8,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,408.5,8.895,34.998,41.84,3.37,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_9,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,890.9,4.19,34.571,90.09,2.43,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_10,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,900.2,4.953,34.691,91.04,2.48,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_11,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,843.6,4.777,34.679,85.39,2.07,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_12,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,900.4,5.329,34.669,91.06,2.21,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_13,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,636.4,6.358,34.732,64.6,2.36,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_14,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,1155.4,2.229,34.764,116.56,2.28,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_15,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,1539.1,2.406,34.925,154.87,2.12,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_16,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2018.2,1.504,34.845,202.8,2.27,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_17,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,972.6,4.872,34.679,98.28,2.59,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_18,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2065.6,2.487,34.966,207.54,2.88,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_19,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,912,5.438,34.745,92.25,2.71,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_20,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2830.5,2.362,34.722,284.01,2.67,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_21,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2721.4,1.591,34.782,273.18,2.16,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_22,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2302,1.813,34.464,231.22,2.32,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_23,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,1622.5,2.442,34.826,163.28,2.87,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_24,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2268.5,1.564,34.986,227.89,2.26,Southern Indian Ocean
CTD_Southern_Indian_Ocean_4_20250813_25,CTD_Cast,CTD_Southern_Indian_Ocean_4_20250813,-18.7993,56.5768,2025-08-13,06:41:18,2550.1,2.417,34.401,256.02,2.31,Southern Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_1,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,0,27.861,34.877,1,6.93,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_2,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,124.6,18.722,34.545,13.45,5.54,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_3,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,297.1,9.733,34.638,30.75,4.18,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_4,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,180,13.287,34.411,18.99,5.32,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_5,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,262.3,10.191,34.681,27.2,4.63,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_6,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,503,7.856,34.663,51.32,2.2,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_7,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,574.5,7.632,34.965,58.45,2.03,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_8,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,584.3,7.104,34.691,59.41,2.74,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_9,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,431.3,9.12,34.756,44.13,3.06,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_10,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,568.3,7.561,34.845,57.8,2.97,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_11,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1078.1,2.18,34.904,108.8,2.34,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_12,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1560.1,1.578,34.904,156.99,2.72,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_13,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1623,2.198,34.52,163.29,2.33,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_14,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,791.8,5.846,34.95,80.13,2.6,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_15,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1653.1,2.153,34.63,166.3,2.91,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_16,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1599.3,1.589,34.701,160.96,2.37,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_17,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,2200.7,2.283,34.869,221.05,2.22,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_18,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,1236.2,2.49,34.424,124.59,2.97,Central Indian Ocean
CTD_Central_Indian_Ocean_5_20240930_19,CTD_Cast,CTD_Central_Indian_Ocean_5_20240930,-6.2768,83.3339,2024-09-30,02:17:13,2393,1.97,34.531,240.29,2.54,Central Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_1,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,0,27.853,34.925,1.02,6.63,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_2,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,100.1,19.079,34.974,11.05,6.11,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_3,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,278.9,9.342,34.86,28.89,4.48,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_4,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,432.2,8.585,34.965,44.26,3.45,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_5,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,459.9,8.087,34.532,46.97,3.22,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_6,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,423.8,8.233,34.923,43.37,3.53,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_7,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,307.3,10.198,34.659,31.73,4.49,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_8,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,403,8.221,34.75,41.28,3.43,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_9,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,415,9.002,34.872,42.48,3.65,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_10,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1144.8,1.921,34.457,115.53,2.46,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_11,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1044.7,2.49,34.563,105.47,2.79,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_12,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1569.2,1.544,34.543,157.92,2.82,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_13,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,809.2,5.649,34.701,81.87,2.84,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_14,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1619.3,1.801,34.453,162.91,2.09,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_15,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1819,2.131,34.936,182.89,2.69,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_16,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,956,4.292,34.802,96.6,2.46,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_17,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,823.4,5.839,34.821,83.36,2.26,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_18,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,2018.7,2.362,34.553,202.82,2.29,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_19,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1929.9,1.556,34.656,194.04,2.95,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_20,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,2032,2.472,34.989,204.15,2.41,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_21,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,2663.5,2.233,34.411,267.35,2.08,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_22,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1120.6,1.816,34.997,113.08,2.59,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_23,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,1193.5,1.978,34.571,120.39,2.43,Equatorial Indian Ocean
CTD_Equatorial_Indian_Ocean_6_20241122_24,CTD_Cast,CTD_Equatorial_Indian_Ocean_6_20241122,-4.4025,91.3867,2024-11-22,11:25:56,2540.3,2.139,34.908,255.05,2.71,Equatorial Indian Ocean
